interval_id,poi_id,day_of_week,specific_date,status,open_minute,close_minute,closes_next_day,observation_id
hours:aaf13fac10082b1bbabbc8ac,osm:node:10255177805,3,,open,0,1440,0,obs:d8d315ad105398db0f70350e
hours:2e2c63bf4d3cf9d735650b0b,osm:node:10255177805,4,,open,0,1440,0,obs:d8d315ad105398db0f70350e
hours:db039d43f2d6f7e5eaa064d4,osm:node:10255177805,5,,open,0,1440,0,obs:d8d315ad105398db0f70350e
hours:094eab9eeb16b70ff8e16fad,osm:node:10255177805,6,,open,0,1440,0,obs:d8d315ad105398db0f70350e
hours:e6c7d09cf62b44eeceb080b7,osm:node:10255192014,0,,open,480,1380,0,obs:02a8c1f535d26eba93a96540
hours:d36678e7fa12c4c7e37f5a6c,osm:node:10255192014,1,,open,480,1380,0,obs:02a8c1f535d26eba93a96540
hours:d04a79fd6825e9e44d858558,osm:node:10255192014,2,,open,480,1380,0,obs:02a8c1f535d26eba93a96540
hours:6f15f8663e33b41e769d1149,osm:node:10255192014,3,,open,480,1380,0,obs:02a8c1f535d26eba93a96540
hours:430f21ad7a739b57d4f85bc8,osm:node:10255192014,4,,open,480,1380,0,obs:02a8c1f535d26eba93a96540
hours:e8df0be082f340742c07355b,osm:node:10255192014,5,,open,480,1380,0,obs:02a8c1f535d26eba93a96540
hours:a31a1ecad4e3597cdba75b13,osm:node:10255192014,6,,open,480,1380,0,obs:02a8c1f535d26eba93a96540
hours:2364384288baa1abf75a70a9,osm:node:10255192017,0,,open,480,1080,0,obs:e2bfcf1734fe4dd2cd499e8b
hours:597659bc0d57da5c1d8c4bc9,osm:node:10255192017,1,,open,480,1080,0,obs:e2bfcf1734fe4dd2cd499e8b
hours:8a77d2e14aedf7d6c33951be,osm:node:10255192017,2,,open,480,1080,0,obs:e2bfcf1734fe4dd2cd499e8b
hours:a2dea95080df95ba5781ecec,osm:node:10255192017,3,,open,480,1080,0,obs:e2bfcf1734fe4dd2cd499e8b
hours:10e32bc959b9ac9b88cb3707,osm:node:10255192017,4,,open,480,1080,0,obs:e2bfcf1734fe4dd2cd499e8b
hours:08411be993ad68c14b2cd186,osm:node:10255192017,5,,open,480,1080,0,obs:e2bfcf1734fe4dd2cd499e8b
hours:9fd573292c3cbb0805794770,osm:node:10255708066,0,,open,390,1350,0,obs:cee3e014d5efbcf6b2cc57ad
hours:def50628121261217a116fed,osm:node:10255708066,1,,open,390,1350,0,obs:cee3e014d5efbcf6b2cc57ad
hours:18fa0350e6b5e3c1c8632468,osm:node:10255708066,2,,open,390,1350,0,obs:cee3e014d5efbcf6b2cc57ad
hours:a549d80064d49dfab68b732c,osm:node:10255708066,3,,open,390,1350,0,obs:cee3e014d5efbcf6b2cc57ad
hours:ce16d1be5d24cc974225a8ce,osm:node:10255708066,4,,open,390,1350,0,obs:cee3e014d5efbcf6b2cc57ad
hours:6d91d114867e2c7465f5f6a0,osm:node:10255708066,5,,open,390,1350,0,obs:cee3e014d5efbcf6b2cc57ad
hours:351b46fc7945386074621cfc,osm:node:10255708066,6,,open,390,1350,0,obs:cee3e014d5efbcf6b2cc57ad
hours:7c65c83982b043a5b3a09b25,osm:node:10255708067,0,,open,420,1320,0,obs:daa90cc2fde03c811a43f9b9
hours:46e9a9e0efbedbbdae812586,osm:node:10255708067,1,,open,420,1320,0,obs:daa90cc2fde03c811a43f9b9
hours:f3a039cb9be84f2dc4a25c83,osm:node:10255708067,2,,open,420,1320,0,obs:daa90cc2fde03c811a43f9b9
hours:36813fa4514933f48390824f,osm:node:10255708067,3,,open,420,1320,0,obs:daa90cc2fde03c811a43f9b9
hours:d3640c1e58a8baab365c2884,osm:node:10255708067,4,,open,420,1320,0,obs:daa90cc2fde03c811a43f9b9
hours:9b0702dbd01c051542dd0789,osm:node:10255708067,5,,open,420,1320,0,obs:daa90cc2fde03c811a43f9b9
hours:014befbbeab0c8f165e80a04,osm:node:10255708067,6,,open,420,1320,0,obs:daa90cc2fde03c811a43f9b9
hours:0328b5f250ec1c922f9c0220,osm:node:10255708075,0,,open,480,1380,0,obs:acc486bdf3a113a30c4c50d9
hours:547a87044ccac9a778c8c640,osm:node:10255708075,1,,open,480,1380,0,obs:acc486bdf3a113a30c4c50d9
hours:d69ed7235f879a09be9d91e5,osm:node:10255708075,2,,open,480,1380,0,obs:acc486bdf3a113a30c4c50d9
hours:59c68ea4cc1f9f91687d1f1b,osm:node:10255708075,3,,open,480,1380,0,obs:acc486bdf3a113a30c4c50d9
hours:7ed7cd4bb7ad452d73c31b58,osm:node:10255708075,4,,open,480,1380,0,obs:acc486bdf3a113a30c4c50d9
hours:411b995d7432e668be9804d6,osm:node:10255708075,5,,open,480,1380,0,obs:acc486bdf3a113a30c4c50d9
hours:fcf3c74f530dea68a325ca2c,osm:node:10255708075,6,,open,480,1380,0,obs:acc486bdf3a113a30c4c50d9
hours:50cc7e94d44d0a86056c9fbd,osm:node:10255708076,0,,open,420,1320,0,obs:3d99b7c6d18b5e08ae179499
hours:43bcd19a36fc3849b40339c4,osm:node:10255708076,1,,open,420,1320,0,obs:3d99b7c6d18b5e08ae179499
hours:1dac8162c81b732a5f068fe5,osm:node:10255708076,2,,open,420,1320,0,obs:3d99b7c6d18b5e08ae179499
hours:1a3ad9e9f3d1d360d7833aff,osm:node:10255708076,3,,open,420,1320,0,obs:3d99b7c6d18b5e08ae179499
hours:faa5bb822f57fffa64856424,osm:node:10255708076,4,,open,420,1320,0,obs:3d99b7c6d18b5e08ae179499
hours:0bb39fea6523ac0d573ba120,osm:node:10255708076,5,,open,420,1320,0,obs:3d99b7c6d18b5e08ae179499
hours:0b0f4af51f96fa42acca02bb,osm:node:10255708076,6,,open,420,1320,0,obs:3d99b7c6d18b5e08ae179499
hours:a024b68ab16eaac6e4133288,osm:node:10255708077,0,,open,450,1350,0,obs:e144155aa2d17141bac27248
hours:887aefa277bc2c96da904f63,osm:node:10255708077,1,,open,450,1350,0,obs:e144155aa2d17141bac27248
hours:36e952848d0c0e65e08d427f,osm:node:10255708077,2,,open,450,1350,0,obs:e144155aa2d17141bac27248
hours:cf4e55b59436c1d9c1670ca1,osm:node:10255708077,3,,open,450,1350,0,obs:e144155aa2d17141bac27248
hours:be9a0fe7fa65a5872a452213,osm:node:10255708077,4,,open,450,1350,0,obs:e144155aa2d17141bac27248
hours:87468cf61c2e7c3ebda4b5fd,osm:node:10255708077,5,,open,450,1350,0,obs:e144155aa2d17141bac27248
hours:aa91ef794249572e93c1065c,osm:node:10255708077,6,,open,450,1350,0,obs:e144155aa2d17141bac27248
hours:0e5a96f85fccc0502fd64aed,osm:node:10255708080,0,,open,0,1440,0,obs:79ba0f928f242542784d949a
hours:b86d5867db0512f4a83c4c6f,osm:node:10255708080,1,,open,0,1440,0,obs:79ba0f928f242542784d949a
hours:0b57e116de74f8dbf251940b,osm:node:10255708080,2,,open,0,1440,0,obs:79ba0f928f242542784d949a
hours:d9dd96719a3e006de471a3f0,osm:node:10255708080,3,,open,0,1440,0,obs:79ba0f928f242542784d949a
hours:b0590f008d8664da3aaa0f47,osm:node:10255708080,4,,open,0,1440,0,obs:79ba0f928f242542784d949a
hours:d7c43f83413ec48a8f7d691c,osm:node:10255708080,5,,open,0,1440,0,obs:79ba0f928f242542784d949a
hours:787bb637d9c079cc1d5a06e4,osm:node:10255708080,6,,open,0,1440,0,obs:79ba0f928f242542784d949a
hours:2afece7d42a4544a88b79703,osm:node:10255708081,0,,open,480,1320,0,obs:7be36df0f9deb24709ca52cd
hours:8e489b1082794e45e5dd0f3b,osm:node:10255708081,1,,open,480,1320,0,obs:7be36df0f9deb24709ca52cd
hours:23aecdc07192ff1f977f5b61,osm:node:10255708081,2,,open,480,1320,0,obs:7be36df0f9deb24709ca52cd
hours:76115e17a4b13d4875584eeb,osm:node:10255708081,3,,open,480,1320,0,obs:7be36df0f9deb24709ca52cd
hours:61447a956df1c363d98492fc,osm:node:10255708081,4,,open,480,1320,0,obs:7be36df0f9deb24709ca52cd
hours:f5044aa252efeb32fec1369e,osm:node:10255708081,5,,open,480,1320,0,obs:7be36df0f9deb24709ca52cd
hours:2d6e146da897490ad399cbca,osm:node:10255708081,6,,open,480,1320,0,obs:7be36df0f9deb24709ca52cd
hours:3ceadb4b74f91e609ea1a66d,osm:node:10255708084,0,,open,480,1380,0,obs:6bc630abaa0fa5c9be0280e4
hours:6ae262347aee73cbb0e171f8,osm:node:10255708084,1,,open,480,1380,0,obs:6bc630abaa0fa5c9be0280e4
hours:5488f54a35e15fc4474036f2,osm:node:10255708084,2,,open,480,1380,0,obs:6bc630abaa0fa5c9be0280e4
hours:e0e74a47d1cec6776ecafc82,osm:node:10255708084,3,,open,480,1380,0,obs:6bc630abaa0fa5c9be0280e4
hours:3091a9df704ed5884a3b8063,osm:node:10255708084,4,,open,480,1380,0,obs:6bc630abaa0fa5c9be0280e4
hours:90ce9312d8ae1d5416b47d8a,osm:node:10255708084,5,,open,480,1380,0,obs:6bc630abaa0fa5c9be0280e4
hours:2a0b61ae219627a2ae9fbc50,osm:node:10255708084,6,,open,480,1380,0,obs:6bc630abaa0fa5c9be0280e4
hours:08e9cfeca863814b3e9e6e92,osm:node:10255708088,0,,open,480,1320,0,obs:14f9f7568f11dc366074851b
hours:6e24f16cff0bbdf23553b25e,osm:node:10255708088,1,,open,480,1320,0,obs:14f9f7568f11dc366074851b
hours:9ab9c5ea9aac14f2d7878262,osm:node:10255708088,2,,open,480,1320,0,obs:14f9f7568f11dc366074851b
hours:386d00c0d6937ebd80d440d4,osm:node:10255708088,3,,open,480,1320,0,obs:14f9f7568f11dc366074851b
hours:1f97678f08e0968ec6849103,osm:node:10255708088,4,,open,480,1320,0,obs:14f9f7568f11dc366074851b
hours:986ece0a40488ef72a4b1dcb,osm:node:10255708088,5,,open,480,1320,0,obs:14f9f7568f11dc366074851b
hours:23be9c67c58ba1330c4098c3,osm:node:10255708088,6,,open,480,1320,0,obs:14f9f7568f11dc366074851b
hours:5667fb532dab70d2e1a31bae,osm:node:10255708092,0,,open,540,1260,0,obs:df672d0068757734599e4251
hours:207a8066a1daa884b36bde6b,osm:node:10255708092,1,,open,540,1260,0,obs:df672d0068757734599e4251
hours:2419b1ced4e0ac7876655f34,osm:node:10255708092,2,,open,540,1260,0,obs:df672d0068757734599e4251
hours:dd722d12fb963b087b578c02,osm:node:10255708092,3,,open,540,1260,0,obs:df672d0068757734599e4251
hours:37d58650817336fc183a978c,osm:node:10255708092,4,,open,540,1260,0,obs:df672d0068757734599e4251
hours:327bbe96e80b10346d723412,osm:node:10255708092,5,,open,540,1260,0,obs:df672d0068757734599e4251
hours:e0455a1894d67f25485e6a5a,osm:node:10255708092,6,,open,540,1260,0,obs:df672d0068757734599e4251
hours:68c570cdd472895747bb06e2,osm:node:10257020068,0,,open,0,1440,0,obs:05d3f8f316574602791dfb84
hours:8a1d2f86e38cac6af35799a6,osm:node:10257020068,1,,open,0,1440,0,obs:05d3f8f316574602791dfb84
hours:114101353182873ebc87b340,osm:node:10257020068,2,,open,0,1440,0,obs:05d3f8f316574602791dfb84
hours:d621ea02966d1fb25936e869,osm:node:10257020068,3,,open,0,1440,0,obs:05d3f8f316574602791dfb84
hours:d91f7dfb305b0e66672d65c0,osm:node:10257020068,4,,open,0,1440,0,obs:05d3f8f316574602791dfb84
hours:2c53f0b490d5557e56b3f88a,osm:node:10257020068,5,,open,0,1440,0,obs:05d3f8f316574602791dfb84
hours:14d1906bd6624dfb3cc893ae,osm:node:10257020068,6,,open,0,1440,0,obs:05d3f8f316574602791dfb84
hours:60fae48ff465768768d26699,osm:node:10257020069,0,,open,480,120,1,obs:527912953ecd9571694cd038
hours:7c0f5d89ea23866f4a3ee1aa,osm:node:10257020069,1,,open,480,120,1,obs:527912953ecd9571694cd038
hours:e2a3728f468eae0eb9a67337,osm:node:10257020069,2,,open,480,120,1,obs:527912953ecd9571694cd038
hours:d75224302f35b6853d7ed36d,osm:node:10257020069,3,,open,480,120,1,obs:527912953ecd9571694cd038
hours:1c930bd1656c1b0be15acda7,osm:node:10257020069,4,,open,480,120,1,obs:527912953ecd9571694cd038
hours:0922e2c2e06ff6372bc3e135,osm:node:10257020069,5,,open,480,120,1,obs:527912953ecd9571694cd038
hours:230f11cfc452d42e67fc0141,osm:node:10257020069,6,,open,480,120,1,obs:527912953ecd9571694cd038
hours:22dd68345c4dba3a2994b9ee,osm:node:10257020088,0,,open,480,1320,0,obs:112000a0710d9d5f22383983
hours:86a162ca116976b18ea270cb,osm:node:10257020088,1,,open,480,1320,0,obs:112000a0710d9d5f22383983
hours:9de671b5ffd949814963ca33,osm:node:10257020088,2,,open,480,1320,0,obs:112000a0710d9d5f22383983
hours:691d801a272e4edc678e60cc,osm:node:10257020088,3,,open,480,1320,0,obs:112000a0710d9d5f22383983
hours:5e52b8c7e0d4ec74953d4841,osm:node:10257020088,4,,open,480,1320,0,obs:112000a0710d9d5f22383983
hours:94baeab7c785c78eb3eec430,osm:node:10257020088,5,,open,480,1320,0,obs:112000a0710d9d5f22383983
hours:a068284f9a7d379b86cf87c5,osm:node:10257020088,6,,open,480,1320,0,obs:112000a0710d9d5f22383983
hours:c8c1e8af8a9ba279ea35eefd,osm:node:10257020089,0,,open,480,1380,0,obs:ba80cb6bc2e11e78b518f15d
hours:b0048f53d30f2e28d8fdc134,osm:node:10257020089,1,,open,480,1380,0,obs:ba80cb6bc2e11e78b518f15d
hours:1e23f2b23e059c406edc6172,osm:node:10257020089,2,,open,480,1380,0,obs:ba80cb6bc2e11e78b518f15d
hours:7391ded4e5f48ee1d554b8d3,osm:node:10257020089,3,,open,480,1380,0,obs:ba80cb6bc2e11e78b518f15d
hours:eb659b1d4b1d7c1d65a71b50,osm:node:10257020089,4,,open,480,1380,0,obs:ba80cb6bc2e11e78b518f15d
hours:301dd5a742f8101a3dbb6f4c,osm:node:10257020089,5,,open,480,1380,0,obs:ba80cb6bc2e11e78b518f15d
hours:585416b3e848bb405c066667,osm:node:10257020089,6,,open,480,1380,0,obs:ba80cb6bc2e11e78b518f15d
hours:c8c4c6b939188fcb4f4639a5,osm:node:10257020097,0,,open,480,1380,0,obs:37d6ea382be173153ebb367f
hours:eeb083c80011363e7998604a,osm:node:10257020097,1,,open,480,1380,0,obs:37d6ea382be173153ebb367f
hours:a4c07cbcdf6464e974077abf,osm:node:10257020097,2,,open,480,1380,0,obs:37d6ea382be173153ebb367f
hours:55a50b9ec98a5f43e95a14be,osm:node:10257020097,3,,open,480,1380,0,obs:37d6ea382be173153ebb367f
hours:030f174b8d8c2f7d7c62d124,osm:node:10257020097,4,,open,480,1380,0,obs:37d6ea382be173153ebb367f
hours:095a427802eea6db677a45cc,osm:node:10257020097,5,,open,480,1380,0,obs:37d6ea382be173153ebb367f
hours:45d6888061bae91c3042b9d2,osm:node:10257020097,6,,open,480,1380,0,obs:37d6ea382be173153ebb367f
hours:b6179b9d2b45fcd57b3a954c,osm:node:10257020099,0,,open,0,1440,0,obs:05a036fe3c7f8ec41917f5d4
hours:36388ebd395f43b3ec9bf337,osm:node:10257020099,1,,open,0,1440,0,obs:05a036fe3c7f8ec41917f5d4
hours:cc51ffcb91761306777ce924,osm:node:10257020099,2,,open,0,1440,0,obs:05a036fe3c7f8ec41917f5d4
hours:d0be60656a63e29203f4abb9,osm:node:10257020099,3,,open,0,1440,0,obs:05a036fe3c7f8ec41917f5d4
hours:81584205a2c31797247bdc9d,osm:node:10257020099,4,,open,0,1440,0,obs:05a036fe3c7f8ec41917f5d4
hours:dd8283081457a0f3a834e28f,osm:node:10257020099,5,,open,0,1440,0,obs:05a036fe3c7f8ec41917f5d4
hours:bfbebf4c2d9e27ef475182de,osm:node:10257020099,6,,open,0,1440,0,obs:05a036fe3c7f8ec41917f5d4
hours:23d33be43683a3b198527eb5,osm:node:10258564244,0,,open,900,1380,0,obs:6e04f2f37b13abeedc979769
hours:3c595e5a241f64c481185d4f,osm:node:10258564244,1,,open,900,1380,0,obs:6e04f2f37b13abeedc979769
hours:b3e018ef498fea4a75a0bfc2,osm:node:10258564244,2,,open,900,1380,0,obs:6e04f2f37b13abeedc979769
hours:8f77a9abd0eb78a115a2d3ce,osm:node:10258564244,3,,open,900,1380,0,obs:6e04f2f37b13abeedc979769
hours:c16fa8a6136ec687284fb6cb,osm:node:10258564244,4,,open,900,1380,0,obs:6e04f2f37b13abeedc979769
hours:baeaf451a6c6ef20d2c212c6,osm:node:10258564244,5,,open,900,1380,0,obs:6e04f2f37b13abeedc979769
hours:73132f960d3d325b2673ca5d,osm:node:10258564244,6,,open,900,1380,0,obs:6e04f2f37b13abeedc979769
hours:c123599fb289d36c3784dc06,osm:node:10258564247,0,,open,900,1380,0,obs:37661a2d43a1b8159355572d
hours:3562ee2a05e16e7e9766a010,osm:node:10258564247,1,,open,900,1380,0,obs:37661a2d43a1b8159355572d
hours:bfcc71c4a5a20d7125c7611f,osm:node:10258564247,2,,open,900,1380,0,obs:37661a2d43a1b8159355572d
hours:774540908ea1ebf4181056f0,osm:node:10258564247,3,,open,900,1380,0,obs:37661a2d43a1b8159355572d
hours:68c3f3134095f8c4f63439b8,osm:node:10258564247,4,,open,900,1380,0,obs:37661a2d43a1b8159355572d
hours:713eee9fb83516e6443f0b47,osm:node:10258564247,5,,open,900,1380,0,obs:37661a2d43a1b8159355572d
hours:44605b936b735768edd34dd2,osm:node:10258564247,6,,open,900,1380,0,obs:37661a2d43a1b8159355572d
hours:2a5d18d0d4912dc1529adaf0,osm:node:10258564248,0,,open,900,1380,0,obs:6b3512aaa07225ad7a942963
hours:34db4060b3ef6458fc10c8cb,osm:node:10258564248,1,,open,900,1380,0,obs:6b3512aaa07225ad7a942963
hours:d3358f2b68746a1559b9d82e,osm:node:10258564248,2,,open,900,1380,0,obs:6b3512aaa07225ad7a942963
hours:5fad520100048f55b8e8f8a6,osm:node:10258564248,3,,open,900,1380,0,obs:6b3512aaa07225ad7a942963
hours:2bd4affe6df39927b9bd2fe2,osm:node:10258564248,4,,open,900,1380,0,obs:6b3512aaa07225ad7a942963
hours:bccd10a1d6a73d654aff0415,osm:node:10258564248,5,,open,900,1380,0,obs:6b3512aaa07225ad7a942963
hours:171c10dd2e69cde0a82e101a,osm:node:10258564248,6,,open,900,1380,0,obs:6b3512aaa07225ad7a942963
hours:449c8261eac2b2df02d8ec72,osm:node:10262857805,0,,open,600,1320,0,obs:d591e0cdd911a043fa57eb3b
hours:df0297162f1c89e8dc1f73b0,osm:node:10262857805,1,,open,600,1320,0,obs:d591e0cdd911a043fa57eb3b
hours:5d4820622ab659b5f3e03ae5,osm:node:10262857805,2,,open,600,1320,0,obs:d591e0cdd911a043fa57eb3b
hours:870c86e038a21d80571d4c47,osm:node:10262857805,3,,open,600,1320,0,obs:d591e0cdd911a043fa57eb3b
hours:e4e616e7c700114b477ebbdb,osm:node:10262857805,4,,open,600,1320,0,obs:d591e0cdd911a043fa57eb3b
hours:20148ba5c7740a4cf5b7f568,osm:node:10262857805,5,,open,600,1320,0,obs:d591e0cdd911a043fa57eb3b
hours:2417d54c441827489b07f5c1,osm:node:10262857805,6,,open,600,1320,0,obs:d591e0cdd911a043fa57eb3b
hours:c9e1c9b90800c357030809f9,osm:node:10262857806,0,,open,540,1380,0,obs:9b7eb55591ebc64bb026de96
hours:7cb44310d0d782c34686977b,osm:node:10262857806,1,,open,540,1380,0,obs:9b7eb55591ebc64bb026de96
hours:ae78f9578934918218097013,osm:node:10262857806,2,,open,540,1380,0,obs:9b7eb55591ebc64bb026de96
hours:7a52d49107963ef5cfe21431,osm:node:10262857806,3,,open,540,1380,0,obs:9b7eb55591ebc64bb026de96
hours:81bc2545bee818b1c7bbadef,osm:node:10262857806,4,,open,540,1380,0,obs:9b7eb55591ebc64bb026de96
hours:ee1ae0c4863b2af55a857d75,osm:node:10262857806,5,,open,540,1380,0,obs:9b7eb55591ebc64bb026de96
hours:2bc54f10fe2aa9036ce4f591,osm:node:10262857806,6,,open,540,1380,0,obs:9b7eb55591ebc64bb026de96
hours:c6bcefe80a699c1145293485,osm:node:10262857807,0,,open,360,1320,0,obs:817adbd85fca3b85de791ae9
hours:981de892d2bc2a475d2a152e,osm:node:10262857807,1,,open,360,1320,0,obs:817adbd85fca3b85de791ae9
hours:ae4dafb12aaea30e70adb8cf,osm:node:10262857807,2,,open,360,1320,0,obs:817adbd85fca3b85de791ae9
hours:4f30077c4eb1d1a6449fb86c,osm:node:10262857807,3,,open,360,1320,0,obs:817adbd85fca3b85de791ae9
hours:0ba5af1db0b2651bdc0a056a,osm:node:10262857807,4,,open,360,1320,0,obs:817adbd85fca3b85de791ae9
hours:bc99729a2645d8470be9cb3d,osm:node:10262857807,5,,open,360,1320,0,obs:817adbd85fca3b85de791ae9
hours:6979ee6f10858fed58063407,osm:node:10262857807,6,,open,360,1320,0,obs:817adbd85fca3b85de791ae9
hours:66b36f85f7509c5d0cbafb4f,osm:node:10262933709,0,,open,480,1320,0,obs:fdae46e1bf455bd69e457f33
hours:86f1494df6e6114cb06f1c04,osm:node:10262933709,1,,open,480,1320,0,obs:fdae46e1bf455bd69e457f33
hours:78f1a4d1ff680afe3226b31b,osm:node:10262933709,2,,open,480,1320,0,obs:fdae46e1bf455bd69e457f33
hours:23d8ee433abe667352245b50,osm:node:10262933709,3,,open,480,1320,0,obs:fdae46e1bf455bd69e457f33
hours:92a35217fdf7dcfa523e65d7,osm:node:10262933709,4,,open,480,1320,0,obs:fdae46e1bf455bd69e457f33
hours:bcc1cbc9ebab10e41bbbae42,osm:node:10262933709,5,,open,480,1320,0,obs:fdae46e1bf455bd69e457f33
hours:a5f0ac4a83aed44500ca3edd,osm:node:10262933709,6,,open,480,1320,0,obs:fdae46e1bf455bd69e457f33
hours:483d884054e52d376c2dcde5,osm:node:10262933710,0,,open,660,1380,0,obs:65c0e98313961512e86e404a
hours:375bc6148c27bcfddb899f93,osm:node:10262933710,1,,open,660,1380,0,obs:65c0e98313961512e86e404a
hours:f524ceec85e59da1105e4303,osm:node:10262933710,2,,open,660,1380,0,obs:65c0e98313961512e86e404a
hours:df9441bfbf59340424a81d53,osm:node:10262933710,3,,open,660,1380,0,obs:65c0e98313961512e86e404a
hours:95edbb074af06b43ebfa7839,osm:node:10262933710,4,,open,660,1380,0,obs:65c0e98313961512e86e404a
hours:8ccdd41e2a7aec28620e666b,osm:node:10262933710,5,,open,660,1380,0,obs:65c0e98313961512e86e404a
hours:d5199c23b7e281a5cb609eca,osm:node:10262933710,6,,open,660,1380,0,obs:65c0e98313961512e86e404a
hours:01dd6a6e29a07425d9b63a80,osm:node:10269656431,0,,open,420,1230,0,obs:2cebe8ac2331d1ff814b316e
hours:b33a225cc585f48e42ec3c61,osm:node:10269656431,1,,open,420,1230,0,obs:2cebe8ac2331d1ff814b316e
hours:d549768d8743fdebcf5abfa4,osm:node:10269656431,2,,open,420,1230,0,obs:2cebe8ac2331d1ff814b316e
hours:889fd1a608ca4ce492aae149,osm:node:10269656431,3,,open,420,1230,0,obs:2cebe8ac2331d1ff814b316e
hours:7355b9fad37d4bb0412a23cf,osm:node:10269656431,4,,open,420,1230,0,obs:2cebe8ac2331d1ff814b316e
hours:78f5bf5bfa65376278d59761,osm:node:10269656431,5,,open,420,1230,0,obs:2cebe8ac2331d1ff814b316e
hours:e6e9355b53968af3759c662a,osm:node:10269656431,6,,open,420,1230,0,obs:2cebe8ac2331d1ff814b316e
hours:693d57c7bbee444f390c9cb3,osm:node:10269656432,0,,open,420,1380,0,obs:80032174f5175da332803ec5
hours:4efdf9814a1a4ed084f1244f,osm:node:10269656432,1,,open,420,1380,0,obs:80032174f5175da332803ec5
hours:21804b829288df61a1dd1604,osm:node:10269656432,2,,open,420,1380,0,obs:80032174f5175da332803ec5
hours:e287da73b10aa807b4a7ddb2,osm:node:10269656432,3,,open,420,1380,0,obs:80032174f5175da332803ec5
hours:00ab02621121512599b12b00,osm:node:10269656432,4,,open,420,1380,0,obs:80032174f5175da332803ec5
hours:2b3c4041e5860ef44b542ff0,osm:node:10269656432,5,,open,420,1380,0,obs:80032174f5175da332803ec5
hours:8a04f46ca8c6676b58867d9b,osm:node:10269656432,6,,open,420,1380,0,obs:80032174f5175da332803ec5
hours:5d457804373d09101abb5a32,osm:node:10269656433,0,,open,420,1020,0,obs:410046b644c18a148c60667c
hours:31fb53214d3de816c9b1a218,osm:node:10269656433,1,,open,420,1020,0,obs:410046b644c18a148c60667c
hours:2a383f8a24e03c814bee509b,osm:node:10269656433,2,,open,420,1020,0,obs:410046b644c18a148c60667c
hours:1f90d00685688dc68dd5d1b2,osm:node:10269656433,3,,open,420,1020,0,obs:410046b644c18a148c60667c
hours:7b1126b45b3c6d1d3c44dab1,osm:node:10269656433,4,,open,420,1020,0,obs:410046b644c18a148c60667c
hours:235e6b0ec811f8e1caa37647,osm:node:10279544609,0,,open,360,1140,0,obs:4171492c1f19fd20c0cc2b29
hours:213324bd9833663b12dc57b7,osm:node:10279544609,1,,open,360,1140,0,obs:4171492c1f19fd20c0cc2b29
hours:b47748cedc6a003073413dc1,osm:node:10279544609,2,,open,360,1140,0,obs:4171492c1f19fd20c0cc2b29
hours:73961273bd28ab3b2538c4ad,osm:node:10279544609,3,,open,360,1140,0,obs:4171492c1f19fd20c0cc2b29
hours:0fc959a4906bcf8e9aecc38f,osm:node:10279544609,4,,open,360,1140,0,obs:4171492c1f19fd20c0cc2b29
hours:94e6e63d4b2c80200ee1d14f,osm:node:10279544609,5,,open,360,1140,0,obs:4171492c1f19fd20c0cc2b29
hours:e1accc50edc9f3c635f3c98a,osm:node:10279544609,6,,open,360,1140,0,obs:4171492c1f19fd20c0cc2b29
hours:1949d60a9ddece73cf115c19,osm:node:10304029313,0,,open,450,1260,0,obs:7acfa556352c0071d20235b9
hours:2eac0ab1409c2eb0c9b005a3,osm:node:10304029313,1,,open,450,1260,0,obs:7acfa556352c0071d20235b9
hours:91a6949adec67c760a29a870,osm:node:10304029313,2,,open,450,1260,0,obs:7acfa556352c0071d20235b9
hours:9c74ae27ae1ec8bf724ae0f6,osm:node:10304029313,3,,open,450,1260,0,obs:7acfa556352c0071d20235b9
hours:2e863972f4bdb8137ec68be6,osm:node:10304029313,4,,open,450,1260,0,obs:7acfa556352c0071d20235b9
hours:2dddeac3638f7d8c1f54b862,osm:node:10304029313,5,,open,450,1260,0,obs:7acfa556352c0071d20235b9
hours:36a8a2b89585627364e58350,osm:node:10304029313,6,,open,450,1260,0,obs:7acfa556352c0071d20235b9
hours:934cacc2b6869dc053a5c537,osm:node:10304585640,0,,open,540,1020,0,obs:4c450f126778ee385b53e41b
hours:20b6f9d12107178df7a21c2e,osm:node:10304585640,1,,open,540,1020,0,obs:4c450f126778ee385b53e41b
hours:c919b40151505116fccd6929,osm:node:10304585640,2,,open,540,1020,0,obs:4c450f126778ee385b53e41b
hours:d675ec5f47f9a54f46ef540a,osm:node:10304585640,3,,open,540,1020,0,obs:4c450f126778ee385b53e41b
hours:1b362373dd5cac7616de4768,osm:node:10304585640,4,,open,540,1020,0,obs:4c450f126778ee385b53e41b
hours:ff87b6d419c9a18697aad63a,osm:node:10304585640,5,,open,540,1020,0,obs:4c450f126778ee385b53e41b
hours:9f23d5765877734733d2c919,osm:node:10304585640,6,,open,540,1020,0,obs:4c450f126778ee385b53e41b
hours:2ece10183de6593372afe07a,osm:node:10310109109,0,,open,480,1290,0,obs:b97054e715fa3b1ccd1832b6
hours:1e158272930babfe155bde85,osm:node:10310109109,1,,open,480,1290,0,obs:b97054e715fa3b1ccd1832b6
hours:4e289747f669bb6ac5541ba6,osm:node:10310109109,2,,open,480,1290,0,obs:b97054e715fa3b1ccd1832b6
